INCIDENT_DATE,TIME_OF_DAY,AIRPORT,STATE,OPERATOR,AIRCRAFT,AC_CLASS,AC_MASS,TYPE_ENG,NUM_ENGS,PHASE_OF_FLIGHT,HEIGHT,SPEED,SKY,DAMAGE_LEVEL,PARTS_STRUCK,PARTS_DAMAGED,ENGINE_INGESTION,SPECIES,SIZE,NUM_STRUCK
2003-03-27,Night,SALT LAKE CITY INTL,UT,DELTA AIR LINES,B-737-300,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,500.0,150.0,No Cloud,Minor,2,1,No,Unknown bird - large,Large,1
2002-10-18,Night,TOLEDO EXPRESS ARPT,OH,BUSINESS,GULFSTREAM IV ,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,6000.0,250.0,No Cloud,Minor,1,1,No,Unknown bird - large,Large,1
2002-10-10,,CUYAHOGA COUNTY ARPT,OH,BUSINESS,C-650,airplane,"5,701-27,000 kg",turbofan,2.0,,,,,Minor,1,1,No,Unknown bird - medium,Medium,1
2003-02-18,Night,BILL AND  HILLARY CLINTON NATL ARPT/ADAMS FIELD,AR,AIR MIDWEST,BE-1900,airplane,"5,701-27,000 kg",turboprop,2.0,Approach,,,No Cloud,Minor,3,3,No,Geese,Large,2-10
2002-05-05,,UNKNOWN,,UNITED AIRLINES,A-320,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Minor,1,1,No,Unknown bird - medium,Medium,1
2002-11-06,Night,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,DELTA AIR LINES,B-737-200,airplane,"27,001-272,000 kg",turbofan,2.0,Landing Roll,0.0,150.0,Overcast,Undetermined,2,1,No,Double-crested cormorant,Large,2-10
2001-04-24,Day,CLEVELAND-HOPKINS INTL ARPT,OH,EXPRESSJET (CONTINENTAL EXPRS),EMB-135,airplane,"5,701-27,000 kg",turbofan,2.0,Descent,,,,Undetermined,1,1,No,Perching birds (y),Small,1
2003-01-09,,UNKNOWN,,ATLAS AIR,B-747-400,airplane,"above 272,000 kg",turbofan,4.0,,,,,Undetermined,1,1,No,Unknown bird - medium,Medium,1
2002-11-17,Day,HARRISBURG INTL,PA,COMAIR AIRLINES,CRJ100/200,airplane,"5,701-27,000 kg",turbofan,2.0,Take-off Run,0.0,80.0,Overcast,Minor,1,1,No,Gulls,Medium,2-10
2004-03-08,Day,LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,LA,SOUTHWEST AIRLINES,B-737-300,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,800.0,160.0,No Cloud,Substantial,1,1,No,Ring-billed gull,Medium,1
2002-09-22,Day,BIRMINGHAM-SHUTTLESWORTH INTL,AL,FLIGHT OPTIONS,CITATION II,airplane,"5,701-27,000 kg",turbofan,2.0,Take-off Run,0.0,80.0,Overcast,Substantial,1,1,No,European starling,Small,11-100
2002-10-16,Day,PALM BEACH INTL,FL,SOUTHWEST AIRLINES,B-737-300,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,300.0,150.0,No Cloud,Undetermined,1,1,No,Unknown bird - medium,Medium,1
2002-01-07,,WASHINGTON DULLES INTL ARPT,DC,UNITED AIRLINES,B-767-300,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,,,,Substantial,1,1,No,Unknown bird - medium,Medium,1
2002-12-20,,UNKNOWN,,BUSINESS,C-560,airplane,"5,701-27,000 kg",turbofan,2.0,,,,,Minor,1,1,No,Unknown bird - medium,Medium,1
2003-04-24,Day,ROCKY MOUNTAIN METROPOLITAN ARPT,CO,BUSINESS,CITATIONJET,airplane,"2,251-5,700 kg",turbofan,2.0,Take-off Run,0.0,95.0,Overcast,Substantial,4,2,No,Gulls,Medium,2-10
2002-03-20,Dawn,MARTIN STATE ARPT,MD,BUSINESS,GULFSTREAM IV ,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,50.0,140.0,Overcast,Minor,1,1,No,Gulls,Medium,11-100
2002-04-27,Day,WATERTOWN REGIONAL ARPT,SD,MESABA AIRLINES,SAAB-340,airplane,"5,701-27,000 kg",turboprop,2.0,Landing Roll,0.0,110.0,Overcast,Minor,3,1,No,Gulls,Medium,2-10
2002-08-23,Day,GEORGE BUSH INTERCONTINENTAL/ HOUSTON ARPT,TX,EXPRESSJET (CONTINENTAL EXPRS),EMB-145,airplane,"5,701-27,000 kg",turbofan,2.0,Descent,10000.0,315.0,No Cloud,Minor,3,3,No,Unknown bird - medium,Medium,1
2002-09-09,Day,HARTSFIELD - JACKSON ATLANTA INTL ARPT,GA,AIRTRAN AIRWAYS,B-717-200,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,3000.0,180.0,No Cloud,Undetermined,2,1,No,Unknown bird - small,Small,2-10
2003-04-15,Dawn,UNKNOWN,,PSA AIRLINES,DORNIER 328,airplane,"5,701-27,000 kg",turboprop,2.0,,,,No Cloud,Undetermined,1,1,No,Unknown bird - medium,Medium,1
2002-09-13,,DETROIT METRO WAYNE COUNTY ARPT,MI,NORTHWEST AIRLINES,B-757-200,airplane,"27,001-272,000 kg",turbofan,2.0,Landing Roll,0.0,,,Minor,1,1,No,Unknown bird - medium,Medium,1
2003-10-09,Night,MILLVILLE MUNICIPAL ARPT,NJ,BUSINESS,BE-200 KING,airplane,"2,251-5,700 kg",turboprop,2.0,Take-off Run,0.0,,No Cloud,Substantial,1,1,No,Unknown terrestrial mammal,,1
2003-01-06,Day,NAPA COUNTY ARPT,CA,BUSINESS,IAI GALAXY,airplane,"5,701-27,000 kg",turbofan,2.0,Approach,200.0,135.0,No Cloud,Substantial,1,1,No,Ducks,Medium,1
2002-09-30,,DENVER INTL AIRPORT,CO,UNITED AIRLINES,B-737-500,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,11000.0,,,Minor,1,1,No,Unknown bird - medium,Medium,1
2003-04-13,Day,MARTIN STATE ARPT,MD,BUSINESS,BE-36,airplane,"2,250 kg or less",reciprocating engine,1.0,Climb,1500.0,110.0,No Cloud,Undetermined,2,1,No,Unknown bird - large,Large,1
2002-11-15,,UNKNOWN,,BUSINESS,C-650,airplane,"5,701-27,000 kg",turbofan,2.0,,,,No Cloud,Substantial,1,1,No,Unknown bird - medium,Medium,1
2002-08-13,,UNKNOWN,,AMERICAN AIRLINES,B-737-700,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Substantial,1,1,No,Unknown bird - medium,Medium,1
2002-08-27,Dusk,TUCSON INTL,AZ,SOUTHWEST AIRLINES,B-737-300,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,2.0,140.0,,Substantial,1,1,No,Doves,Small,1
2002-09-30,,GERALD R. FORD INTL ARPT,MI,UNITED AIRLINES,B-737-300,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,,,Minor,1,1,No,Unknown bird - medium,Medium,1
2002-10-05,Night,PHILADELPHIA INTL,PA,1US AIRWAYS,B-757-200,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,,170.0,No Cloud,Undetermined,3,3,No,Unknown bird - large,Large,2-10
2003-01-04,Day,ORLANDO INTL,FL,UNITED AIRLINES,A-320,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,2000.0,200.0,No Cloud,Minor,1,1,No,Turkey vulture,Large,1
2002-05-22,Day,CYRIL E KING ARPT,VI,DELTA AIR LINES,B-757-200,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,140.0,Some Cloud,Undetermined,1,1,No,Unknown bird - medium,Medium,1
2003-01-15,,UNKNOWN,,BUSINESS,C-560,airplane,"5,701-27,000 kg",turbofan,2.0,,,,,Minor,1,1,No,Unknown bird - medium,Medium,1
2003-03-21,,UNKNOWN,,UNITED AIRLINES,B-737-300,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Substantial,1,1,No,Unknown bird - medium,Medium,1
2003-04-24,,METRO OAKLAND INTL,CA,SOUTHWEST AIRLINES,B-737-500,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,300.0,130.0,No Cloud,Minor,2,2,No,Unknown bird - small,Small,2-10
2002-11-07,,NEWARK LIBERTY INTL ARPT,NJ,UNITED AIRLINES,B-737-500,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,1000.0,,,Minor,2,1,No,Unknown bird - medium,Medium,1
2003-01-27,Day,MIDDLE GEORGIA REGIONAL,GA,PRIVATELY OWNED,C-172,airplane,"2,250 kg or less",reciprocating engine,1.0,Approach,800.0,,,Minor,3,3,No,Unknown bird - medium,Medium,1
2002-10-05,Day,UNKNOWN,,BUSINESS,CIRRUS SR 20/22,airplane,"2,250 kg or less",reciprocating engine,1.0,En Route,30.0,120.0,Some Cloud,Substantial,2,2,No,Geese,Large,2-10
2003-04-13,,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,MN,NORTHWEST AIRLINES,A-320,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,,,,Minor,1,1,No,Unknown bird - medium,Medium,1
2004-01-07,Day,PHILADELPHIA INTL,PA,1US AIRWAYS,B-757-200,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,120.0,Some Cloud,Minor,1,1,No,Ring-billed gull,Medium,1
2003-03-15,Day,UNKNOWN,,BUSINESS,C-182,airplane,"2,250 kg or less",reciprocating engine,1.0,En Route,1000.0,105.0,No Cloud,Minor,3,2,No,Turkey vulture,Large,1
2002-07-27,Day,RHODE ISLAND TF GREEN INTERNATIONAL AIRPORT,RI,DELTA AIR LINES,MD-88,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,100.0,120.0,Some Cloud,Substantial,1,1,No,Double-crested cormorant,Large,1
2002-10-15,,MASON COUNTY ARPT (WV),WV,BUSINESS,CIRRUS SR 20/22,airplane,"2,250 kg or less",reciprocating engine,1.0,Landing Roll,0.0,,,Substantial,2,3,No,White-tailed deer,Large,1
2003-09-09,Day,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,MD,ALLEGHENY AIRLINES,DHC8 DASH 8,airplane,"5,701-27,000 kg",turboprop,2.0,Approach,100.0,110.0,Some Cloud,Undetermined,3,1,No,European starling,Small,2-10
2003-04-29,Day,SCHOLES INTL ARPT AT GALVESTON,TX,"PHI AVIATION, LLC",SIKORSKY S-76,helicopter,"2,251-5,700 kg",turboshaft,2.0,Climb,300.0,80.0,Overcast,Undetermined,1,1,No,Gulls,Medium,1
2002-06-17,,UNKNOWN,,NETJETS,C-560,airplane,"5,701-27,000 kg",turbofan,2.0,,,,,Minor,1,1,No,Unknown bird - medium,Medium,1
2003-03-11,Day,LOS ANGELES INTL,CA,AMERICAN EAGLE AIRLINES,SAAB-340,airplane,"5,701-27,000 kg",turboprop,2.0,Landing Roll,0.0,,Some Cloud,Undetermined,1,1,No,Western gull,Medium,1
2002-11-03,,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,MD,NORTHWEST AIRLINES,A-320,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,3500.0,250.0,,Minor,1,1,No,Unknown bird - medium,Medium,1
2002-12-30,Day,SPACE COAST REGIONAL,FL,PRIVATELY OWNED,C-310,airplane,"2,251-5,700 kg",reciprocating engine,2.0,Approach,300.0,120.0,No Cloud,Minor,1,1,No,Turkey vulture,Large,1
2004-02-22,Dawn,JACQUELINE COCHRAN REGIONAL ARPT,CA,BUSINESS,GULFSTREAM IV ,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,200.0,220.0,Overcast,Undetermined,5,2,No,Canada goose,Large,11-100
2002-11-29,Night,BILLINGS LOGAN INTL,MT,AMERIFLIGHT,BE-99,airplane,"2,251-5,700 kg",turboprop,2.0,Landing Roll,0.0,,,Undetermined,1,1,No,Unknown bird - medium,Medium,1
2002-10-15,,UNKNOWN,,NORTHWEST AIRLINES,B-757,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Minor,1,1,No,Northern flicker,Small,1
2002-10-15,,UNKNOWN,,DELTA AIR LINES,B-757-200,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Undetermined,1,1,No,Wilson's snipe,Small,1
2002-08-23,,UNKNOWN,,AMERICA WEST AIRLINES,B-737-300,airplane,"27,001-272,000 kg",turbofan,2.0,,,,No Cloud,Minor,1,1,No,Unknown bird - medium,Medium,1
2003-10-19,Night,JOHN F KENNEDY INTL,NY,JETBLUE AIRWAYS,A-320,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,1000.0,,,Minor,1,1,No,Unknown bird - medium,Medium,1
2003-10-05,Dusk,BOB HOPE ARPT,CA,ALASKA AIRLINES,B-737-400,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,800.0,160.0,Overcast,Undetermined,1,1,No,Gulls,Medium,1
2002-07-09,Day,GERALD R. FORD INTL ARPT,MI,TRANS STATES AIRLINES,BA-41 JETSTR,airplane,"5,701-27,000 kg",turboprop,2.0,Climb,200.0,150.0,Some Cloud,Substantial,1,1,No,Killdeer,Small,1
2002-10-30,Night,THE EASTERN IOWA ARPT,IA,BUSINESS,CITATION II,airplane,"5,701-27,000 kg",turbofan,2.0,Climb,1000.0,200.0,Some Cloud,Minor,1,1,No,Unknown bird - medium,Medium,1
2003-09-26,Night,RICK HUSBAND AMARILLO INTL,TX,AMERICAN EAGLE AIRLINES,CRJ700,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,2200.0,200.0,No Cloud,Minor,4,1,No,Unknown bird - large,Large,2-10
2002-09-12,,UNKNOWN,,UNITED AIRLINES,B-777-200,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Minor,1,1,No,Unknown bird - medium,Medium,1
2004-03-09,Night,COLUMBIA REGIONAL,MO,BUSINESS,BE-400 BJET,airplane,"2,251-5,700 kg",turbofan,2.0,Approach,1200.0,160.0,No Cloud,Substantial,3,3,No,Mallard,Medium,1
2003-06-11,,UNKNOWN,,AMERICA WEST AIRLINES,A-320,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Minor,1,1,No,Unknown bird - medium,Medium,1
2003-03-26,Day,SAN FRANCISCO INTL ARPT,CA,BUSINESS,C-421,airplane,"2,251-5,700 kg",reciprocating engine,2.0,Approach,5000.0,130.0,,Substantial,2,1,No,Unknown bird - large,Large,1
2002-08-06,Day,CHICAGO O'HARE INTL ARPT,IL,AIR WISCONSIN AIRLINES,CRJ100/200,airplane,"5,701-27,000 kg",turbofan,2.0,Climb,4600.0,250.0,Some Cloud,Undetermined,4,2,No,Canada goose,Large,2-10
2003-07-12,Day,EXECUTIVE ARPT,FL,BUSINESS,PA-44 SEMINOLE,airplane,"2,251-5,700 kg",reciprocating engine,2.0,Approach,1000.0,120.0,Some Cloud,Undetermined,1,1,No,Unknown bird - large,Large,1
2003-08-06,,RAMSTEIN AIR FORCE BASE,FN,EVERGREEN INTL AIRLINES,B-747-1/200,airplane,"above 272,000 kg",turbofan,4.0,Arrival,,,,Undetermined,1,1,No,Unknown bird - large,Large,1
2002-09-16,Day,UNKNOWN,,BUSINESS,BELL-206,helicopter,"2,250 kg or less",turboshaft,1.0,En Route,600.0,100.0,Some Cloud,Minor,1,1,No,Unknown bird - small,Small,1
2002-10-07,Day,DALLAS/FORT WORTH INTL ARPT,TX,AMERICAN EAGLE AIRLINES,SAAB-340,airplane,"5,701-27,000 kg",turboprop,2.0,Landing Roll,0.0,80.0,Overcast,Minor,3,1,No,Mourning dove,Small,2-10
2003-04-09,,CHICAGO O'HARE INTL ARPT,IL,UNITED AIRLINES,A-320,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,2000.0,,,Minor,1,1,No,Unknown bird - small,Small,1
2002-08-16,,UNKNOWN,,UNITED AIRLINES,A-320,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Minor,2,1,No,Unknown bird - medium,Medium,2-10
2002-10-08,Night,PITTSBURGH INTL ARPT,PA,AIR MIDWEST,BE-1900,airplane,"5,701-27,000 kg",turboprop,2.0,Approach,,,No Cloud,Undetermined,1,1,No,Unknown bird - small,Small,1
2003-10-06,Night,MORGANTOWN MUNICIPAL ARPT-WALTER L. BILL HART FIELD,WV,AIR MIDWEST,BE-1900,airplane,"5,701-27,000 kg",turboprop,2.0,Take-off Run,0.0,80.0,No Cloud,Substantial,2,2,No,White-tailed deer,Large,1
2002-06-26,Day,WICHITA DWIGHT D EISENHOWER NATL ARPT,KS,BUSINESS,CITATION X,airplane,"5,701-27,000 kg",turbofan,2.0,Take-off Run,0.0,105.0,No Cloud,Undetermined,2,1,No,Unknown bird - small,Small,2-10
2002-01-12,Day,ORLANDO INTL,FL,DELTA AIR LINES,MD-11,airplane,"27,001-272,000 kg",turbofan,3.0,Approach,1500.0,170.0,Some Cloud,Minor,1,1,No,Gulls,Medium,1
2003-06-18,Night,MONTGOMERY CO AIRPARK,MD,BUSINESS,C-310,airplane,"2,251-5,700 kg",reciprocating engine,2.0,Approach,5.0,,,Minor,1,1,No,White-tailed deer,Large,1
2002-04-11,Night,BRADLEY INTL,CT,NETJETS,C-560,airplane,"5,701-27,000 kg",turbofan,2.0,Approach,7000.0,250.0,No Cloud,Minor,1,1,No,Unknown bird - medium,Medium,1
2002-11-19,,UNKNOWN,,COMAIR AIRLINES,CRJ100/200,airplane,"5,701-27,000 kg",turbofan,2.0,En Route,,,,Minor,1,1,No,Unknown bird - medium,Medium,1
2002-07-03,Day,BIRMINGHAM-SHUTTLESWORTH INTL,AL,FLIGHT OPTIONS,HAWKER 800,airplane,"5,701-27,000 kg",turbofan,2.0,Take-off Run,0.0,90.0,No Cloud,Substantial,1,1,No,Rock pigeon,Small,1
2003-11-22,Dusk,SALT LAKE CITY INTL,UT,SKYWEST AIRLINES,CRJ100/200,airplane,"5,701-27,000 kg",turbofan,2.0,Climb,700.0,140.0,Overcast,Minor,3,1,No,Unknown bird - medium,Medium,2-10
2003-07-18,Day,CINCINNATI MUNI ARPT-LUNKEN FIELD,OH,BUSINESS,CL-600,airplane,"5,701-27,000 kg",turbofan,2.0,Take-off Run,0.0,110.0,Some Cloud,Undetermined,1,1,No,Unknown bird - small,Small,2-10
2004-05-13,,UNKNOWN,,UNITED AIRLINES,B-767-300,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Minor,1,1,No,Unknown bird - medium,Medium,1
2002-03-07,,UNKNOWN,,NETJETS,DASSAULT-2000,airplane,"5,701-27,000 kg",turbofan,2.0,,,,,Minor,1,1,No,Unknown bird - medium,Medium,1
2002-05-12,Night,SHREVEPORT REGIONAL,LA,AMERICAN EAGLE AIRLINES,SAAB-340,airplane,"5,701-27,000 kg",turboprop,2.0,Approach,2000.0,220.0,No Cloud,Undetermined,2,1,No,Unknown bird - medium,Medium,2-10
2002-07-25,Day,UNKNOWN,,NETJETS,HAWKER 1000,airplane,"5,701-27,000 kg",turbofan,2.0,,,,No Cloud,Minor,2,1,No,Unknown bird - medium,Medium,2-10
2003-06-07,Day,SITKA ROCKY GUTIERREZ ARPT,AK,BUSINESS,PA-31 NAVAJO,airplane,"2,251-5,700 kg",reciprocating engine,2.0,Approach,250.0,115.0,Some Cloud,Minor,1,1,No,Gulls,Medium,1
2003-02-22,,GERALD R. FORD INTL ARPT,MI,NORTHWEST AIRLINES,DC-9-50,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,1500.0,,,Minor,1,1,No,Unknown bird - medium,Medium,1
2003-11-01,Day,CHICAGO MIDWAY INTL ARPT,IL,SOUTHWEST AIRLINES,B-737-700,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,3000.0,230.0,Some Cloud,Undetermined,3,1,No,Unknown bird - medium,Medium,2-10
2002-05-09,Night,UNKNOWN,,ATLANTIC COAST AIRLINES,CRJ100/200,airplane,"5,701-27,000 kg",turbofan,2.0,,,,No Cloud,Undetermined,1,1,No,Unknown bird - medium,Medium,1
2000-05-07,Day,SOUTHWEST MICHIGAN REGIONAL,MI,BUSINESS,SAAB-340,airplane,"5,701-27,000 kg",turboprop,2.0,Approach,,,No Cloud,Undetermined,3,1,No,Unknown bird - medium,Medium,2-10
2003-09-01,,DENVER INTL AIRPORT,CO,UNITED AIRLINES,A-320,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,8000.0,217.0,,Minor,1,1,No,Unknown bird - medium,Medium,1
2003-12-02,Night,BRADLEY INTL,CT,DELTA AIR LINES,B-767-300,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,4800.0,250.0,Some Cloud,Substantial,2,2,No,Canada goose,Large,2-10
2002-10-10,Night,FULTON COUNTY ARPT - BROWN FIELD,GA,BUSINESS,HAWKER 1000,airplane,"5,701-27,000 kg",turbofan,2.0,Landing Roll,0.0,100.0,Overcast,Undetermined,1,1,No,White-tailed deer,Large,1
2002-08-15,Day,UNKNOWN,,1US AIRWAYS,B-737-400,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,2200.0,170.0,Overcast,Minor,1,1,No,Gulls,Medium,1
2002-11-13,Night,NASHVILLE INTL,TN,FLIGHT EXPRESS,BE-58 BARON,airplane,"2,251-5,700 kg",reciprocating engine,2.0,Approach,900.0,,Overcast,Minor,1,1,No,Unknown bird - large,Large,1
2003-08-19,Day,PENSACOLA INTL ARPT,FL,DELTA AIR LINES,MD-88,airplane,"27,001-272,000 kg",turbofan,2.0,Landing Roll,0.0,140.0,Some Cloud,Minor,1,1,No,Doves,Small,1
2003-03-20,Night,HARTSFIELD - JACKSON ATLANTA INTL ARPT,GA,DELTA AIR LINES,MD-88,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,3000.0,180.0,Overcast,Minor,3,1,No,Unknown bird - medium,Medium,1
2003-04-27,Day,CANCUN INTL,FN,1US AIRWAYS,A-320,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,,,,Minor,1,1,No,Unknown bird - medium,Medium,1
2003-03-18,Night,SALT LAKE CITY INTL,UT,DELTA AIR LINES,B-757-200,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,250.0,130.0,No Cloud,Minor,3,1,No,Gulls,Medium,1
2002-07-17,Day,UNKNOWN,,BUSINESS,SIKORSKY S-76,helicopter,"2,251-5,700 kg",turboshaft,2.0,En Route,900.0,140.0,Some Cloud,Minor,2,1,No,Magnificent frigatebird,Large,1
2002-09-24,Night,HARTSFIELD - JACKSON ATLANTA INTL ARPT,GA,DELTA AIR LINES,MD-88,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,,,,Minor,1,1,No,Yellow-billed cuckoo,Small,1
2002-09-21,,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,MN,NORTHWEST AIRLINES,DC-9-10,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,3800.0,160.0,,Undetermined,2,1,No,Unknown bird - large,Large,1
2003-04-14,Day,UNKNOWN,,DELTA AIR LINES,MD-88,airplane,"27,001-272,000 kg",turbofan,2.0,,,,No Cloud,Minor,1,1,No,Unknown bird - large,Large,1
2003-03-15,,OWEN ROBERTS INTL,FN,NORTHWEST AIRLINES,A-320,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,,,,Substantial,1,1,No,Unknown bird - medium,Medium,1
2003-09-04,Night,JACKSON REGIONAL AIRPORT,TN,CORPORATE AIR,BA-31 JETSTR,airplane,"2,251-5,700 kg",turboprop,2.0,Approach,3000.0,235.0,No Cloud,Minor,1,1,No,Unknown bird - large,Large,1
2002-11-18,Night,WESTCHESTER COUNTY ARPT,NY,COMAIR AIRLINES,CRJ100/200,airplane,"5,701-27,000 kg",turbofan,2.0,Approach,6000.0,250.0,Some Cloud,Undetermined,3,1,No,Unknown bird - medium,Medium,1
2003-06-24,Day,UNKNOWN,,"PHI AVIATION, LLC",MBB-105,helicopter,"2,251-5,700 kg",turboshaft,2.0,En Route,700.0,120.0,Overcast,Minor,1,1,No,Unknown bird - medium,Medium,1
2002-10-28,,UNKNOWN,,UNITED AIRLINES,B-757-200,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Minor,1,1,No,Unknown bird - medium,Medium,1
2002-09-04,Night,PITTSBURGH INTL ARPT,PA,PSA AIRLINES,DORNIER 328,airplane,"5,701-27,000 kg",turboprop,2.0,Climb,5100.0,220.0,Some Cloud,Undetermined,1,1,No,Unknown bird - small,Small,1
2003-05-12,Dusk,FORT LAUDERDALE/HOLLYWOOD INTL,FL,DELTA AIR LINES,B-737-200,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,50.0,,No Cloud,Substantial,1,1,No,Unknown bird - medium,Medium,1
2003-05-10,Day,SALT LAKE CITY INTL,UT,DELTA AIR LINES,B-737-800,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,150.0,132.0,Some Cloud,Minor,1,1,No,Mallard,Medium,1
2003-02-26,Day,UNKNOWN,,BUSINESS,BE-58 BARON,airplane,"2,251-5,700 kg",reciprocating engine,2.0,Approach,270.0,100.0,Overcast,Minor,1,1,No,Canada goose,Large,1
2003-03-02,,UNKNOWN,,UNITED AIRLINES,A-320,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Minor,1,1,No,Unknown bird - medium,Medium,1
2002-12-27,,UNKNOWN,,UNITED AIRLINES,A-320,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Minor,2,1,No,Unknown bird - medium,Medium,2-10
2003-07-21,Day,SAVANNAH/HILTON HEAD INTL ARPT,GA,DELTA AIR LINES,B-737-800,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,140.0,Some Cloud,Undetermined,1,1,No,Rock pigeon,Small,2-10
2002-11-12,Day,UNKNOWN,,BUSINESS,EUROCOPTER BK 117,helicopter,"2,251-5,700 kg",turboshaft,2.0,En Route,800.0,120.0,No Cloud,Minor,1,1,No,New World vultures,Large,2-10
2002-09-16,Day,NAPA COUNTY ARPT,CA,BUSINESS,BE-36,airplane,"2,250 kg or less",reciprocating engine,1.0,Climb,100.0,90.0,No Cloud,Minor,3,1,No,Hawks,Medium,1
2003-03-27,Night,SALT LAKE CITY INTL,UT,DELTA AIR LINES,MD-90-30,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,800.0,130.0,Overcast,Minor,1,1,No,Gulls,Medium,1
2002-10-05,Day,BROOKINGS REGIONAL ARPT,SD,GREAT LAKES AIRLINES,BE-1900,airplane,"5,701-27,000 kg",turboprop,2.0,Climb,50.0,120.0,No Cloud,Minor,1,1,No,Gulls,Medium,1
2002-10-22,,UNKNOWN,,UNITED AIRLINES,B-737-500,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Minor,1,1,No,Unknown bird - medium,Medium,1
2003-10-23,Day,UNKNOWN,,FEDEX EXPRESS,DC-10-10,airplane,"27,001-272,000 kg",turbofan,3.0,,,,,Substantial,1,1,No,Unknown bird - medium,Medium,2-10
2003-10-23,Day,UNKNOWN,,FEDEX EXPRESS,A-310,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Minor,1,1,No,Unknown bird - medium,Medium,1
2003-05-30,Night,UNKNOWN,,BUSINESS,SIKORSKY S-76,helicopter,"2,251-5,700 kg",turboshaft,2.0,,,,Some Cloud,Minor,1,1,No,Unknown bird - medium,Medium,1
2002-07-06,,SALT LAKE CITY INTL,UT,UNITED AIRLINES,A-320,airplane,"27,001-272,000 kg",turbofan,2.0,Landing Roll,0.0,,,Minor,1,1,No,Unknown bird - medium,Medium,1
2002-11-27,Dusk,UNKNOWN,,PRIVATELY OWNED,C-172,airplane,"2,250 kg or less",reciprocating engine,1.0,En Route,1500.0,100.0,No Cloud,Minor,1,1,No,Wood duck,Medium,1
2003-04-22,Day,ORLANDO INTL,FL,AIRTRAN AIRWAYS,B-717-200,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,700.0,170.0,Some Cloud,Undetermined,1,1,No,Unknown bird - large,Large,1
